,Mar_16_Provisions,Mar_14_Provisions,Mar_13_Sundry_Debtors,Mar_16_Total_Liabilities,Mar_16_Cash_and_Bank,Mar_15_Misc_Expenses,Mar_15_Total_Liabilities,Mar_17_Net_Current_Assessts,Mar_15_Gross_Block,Mar_14_Misc_Expenses,Mar_14_Secured_Loan,Mar_15_Total_Assests,Mar_15_Share_Capital,Mar_13_Misc_Expenses,Mar_13_Reserves_Surplus,Mar_16_Share_Capital,Mar_14_Net_Worth,Mar_16_Depreciation,Mar_16_Total_Current Liabilities,Mar_16_Investments,Mar_14_Share_Capital,Mar_17_Loans_And_Advances,Mar_15_Net_Block,Mar_13_Unsecured_Loan,Mar_17_Misc_Expenses,Mar_15_Reserves_Surplus,Mar_13_Net_Block,Mar_13_Net_Worth,Mar_15_Investments,Mar_14_Net_Current_Assessts,Mar_16_Unsecured_Loan,Mar_17_Total_Current_Assets,Mar_15_Secured_Loan,Mar_15_Total_Current Liabilities,Mar_15_Capital_Work_In_Progress,Mar_15_Current_Liabilities,Mar_16_Reserves_Surplus,Mar_13_Capital_Work_In_Progress,Mar_15_Unsecured_Loan,Mar_13_Depreciation,Mar_13_Net_Current_Assessts,Mar_16_Inventories,Mar_13_Total_Assests,Mar_14_Reserves_Surplus,Mar_14_Total_Liabilities,Mar_13_Total_Current_Assets,Mar_13_Total_Current Liabilities,Mar_13_Inventories,Mar_17_Inventories,Mar_13_Investments,Mar_15_Total_Current_Assets,Mar_15_Net_Worth,Mar_15_Net_Current_Assessts,Mar_13_Cash_and_Bank,Mar_14_Capital_Work_In_Progress,Mar_13_Share_Capital,Mar_13_Total_Liabilities,Mar_16_Misc_Expenses,Mar_17_Current_Liabilities,Mar_14_Sundry_Debtors,Mar_16_Net_Current_Assessts,Mar_13_Loans_And_Advances,Mar_15_Loans_And_Advances,Mar_16_Total_Current_Assets,Mar_14_Loans_And_Advances,Mar_16_Gross_Block,Mar_16_Current_Liabilities,Mar_17_Total_Assests,Mar_14_Total_Current_Assets,Mar_16_Secured_Loan,Mar_14_Unsecured_Loan,Mar_14_Total_Assests,Mar_13_Provisions,Mar_17_Total_Liabilities,Mar_17_Investments,Mar_17_Cash_and_Bank,Mar_14_Cash_and_Bank,Mar_13_Gross_Block,Mar_16_Capital_Work_In_Progress,Mar_17_Provisions,Mar_17_Capital_Work_In_Progress,Mar_14_Depreciation,Mar_15_Provisions,Mar_16_Loans_And_Advances,Mar_15_Inventories,Mar_17_Net_Worth,Mar_15_Cash_and_Bank,Mar_16_Sundry_Debtors,Mar_14_Inventories,Mar_16_Net_Block,Mar_17_Total_Current Liabilities,Mar_17_Gross_Block,Mar_14_Total_Current Liabilities,Mar_17_Depreciation,Mar_13_Secured_Loan,Mar_14_Net_Block,Mar_17_Secured_Loan,Mar_17_Sundry_Debtors,Mar_17_Share_Capital,Mar_17_Unsecured_Loan,Mar_16_Net_Worth,Mar_14_Current_Liabilities,Mar_15_Sundry_Debtors,Mar_13_Current_Liabilities,Mar_16_Total_Assests,Mar_17_Net_Block,Mar_17_Reserves_Surplus,Mar_15_Depreciation,Mar_14_Investments,Mar_14_Gross_Block,Mar_18_Provisions,Mar_18_Total_Current_Assets,Mar_18_Loans_And_Advances,Mar_18_Misc_Expenses,Mar_18_Gross_Block,Mar_18_Net_Worth,Mar_18_Investments,Mar_18_Current_Liabilities,Mar_18_Unsecured_Loan,Mar_18_Secured_Loan,Mar_18_Depreciation,Mar_18_Capital_Work_In_Progress,Mar_18_Sundry_Debtors,Mar_18_Net_Block,Mar_18_Total_Liabilities,Mar_18_Cash_and_Bank,Mar_18_Reserves_Surplus,Mar_18_Share_Capital,Mar_18_Inventories,Mar_18_Total_Assests,Mar_18_Total_Current Liabilities,Mar_18_Net_Current_Assessts,Dec_17_Misc_Expenses,Dec_16_Misc_Expenses,Dec_16_Capital_Work_In_Progress,Dec_16_Share_Capital,Dec_17_Gross_Block,Dec_16_Inventories,Dec_13_Loans_And_Advances,Dec_15_Net_Worth,Dec_13_Reserves_Surplus,Dec_13_Sundry_Debtors,Dec_17_Secured_Loan,Dec_14_Loans_And_Advances,Dec_17_Net_Current_Assessts,Dec_15_Total_Assests,Dec_14_Capital_Work_In_Progress,Dec_15_Misc_Expenses,Dec_17_Reserves_Surplus,Dec_17_Investments,Dec_14_Total_Liabilities,Dec_17_Unsecured_Loan,Dec_16_Total_Current Liabilities,Dec_17_Sundry_Debtors,Dec_13_Cash_and_Bank,Dec_15_Reserves_Surplus,Dec_13_Net_Block,Dec_17_Net_Block,Dec_13_Inventories,Dec_15_Capital_Work_In_Progress,Dec_17_Loans_And_Advances,Dec_13_Net_Current_Assessts,Dec_14_Total_Current Liabilities,Dec_16_Gross_Block,Dec_17_Capital_Work_In_Progress,Dec_13_Investments,Dec_15_Cash_and_Bank,Dec_14_Inventories,Dec_14_Secured_Loan,Dec_14_Net_Block,Dec_16_Net_Current_Assessts,Dec_13_Depreciation,Dec_17_Total_Liabilities,Dec_14_Net_Worth,Dec_17_Share_Capital,Dec_17_Inventories,Dec_14_Total_Assests,Dec_14_Net_Current_Assessts,Dec_16_Sundry_Debtors,Dec_13_Share_Capital,Dec_13_Total_Liabilities,Dec_16_Net_Block,Dec_14_Misc_Expenses,Dec_15_Current_Liabilities,Dec_14_Gross_Block,Dec_16_Loans_And_Advances,Dec_13_Capital_Work_In_Progress,Dec_14_Reserves_Surplus,Dec_14_Depreciation,Dec_14_Unsecured_Loan,Dec_15_Secured_Loan,Dec_13_Net_Worth,Dec_14_Cash_and_Bank,Dec_15_Unsecured_Loan,Dec_16_Current_Liabilities,Dec_17_Provisions,Dec_17_Total_Assests,Dec_15_Gross_Block,Dec_16_Unsecured_Loan,Dec_17_Net_Worth,Dec_15_Depreciation,Dec_15_Total_Current_Assets,Dec_14_Provisions,Dec_16_Investments,Dec_17_Total_Current_Assets,Dec_16_Reserves_Surplus,Dec_15_Net_Current_Assessts,Dec_15_Total_Liabilities,Dec_17_Current_Liabilities,Dec_13_Secured_Loan,Dec_14_Investments,Dec_16_Cash_and_Bank,Dec_15_Investments,Dec_15_Provisions,Dec_16_Total_Current_Assets,Dec_16_Provisions,Dec_14_Share_Capital,Dec_16_Total_Assests,Dec_13_Total_Current Liabilities,Dec_14_Total_Current_Assets,Dec_13_Current_Liabilities,Dec_14_Current_Liabilities,Dec_15_Net_Block,Dec_15_Loans_And_Advances,Dec_15_Total_Current Liabilities,Dec_14_Sundry_Debtors,Dec_13_Misc_Expenses,Dec_13_Total_Current_Assets,Dec_13_Unsecured_Loan,Dec_15_Sundry_Debtors,Dec_17_Depreciation,Dec_17_Cash_and_Bank,Dec_17_Total_Current Liabilities,Dec_15_Share_Capital,Dec_13_Total_Assests,Dec_13_Provisions,Dec_16_Total_Liabilities,Dec_15_Inventories,Dec_16_Depreciation,Dec_13_Gross_Block,Dec_16_Secured_Loan,Dec_16_Net_Worth
KSL,3.27,16.4,,850.96,6.99,0.0,657.92,216.22,780.27,0.0,126.68,657.92,21.86,,,21.86,397.86,367.42,403.65,249.12,21.86,62.43,442.41,,0.0,454.08,,,76.82,202.68,151.83,686.17,157.06,426.29,13.46,424.04,567.66,,24.92,,,109.12,,376.0,582.95,,,,134.78,,551.52,475.94,125.23,,10.07,,,0.0,464.82,331.62,113.74,,62.94,517.39,134.89,855.17,400.38,891.74,654.24,109.61,58.41,582.95,,891.74,234.32,23.87,16.8,,0.35,5.13,4.92,305.07,2.25,55.41,156.06,701.78,4.88,345.86,170.93,487.75,469.95,852.75,451.56,416.46,,339.05,59.07,465.09,21.86,130.89,589.52,435.16,327.64,,850.96,436.29,679.91,337.86,31.16,644.11,5.55,556.58,34.19,0.0,889.46,784.73,279.65,361.62,109.57,16.81,452.11,4.71,377.2,437.35,911.12,33.53,762.87,21.86,111.67,911.12,367.18,189.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTIL,7.6,4.03,4.96,79.89,1.24,0.0,69.38,0.75,62.19,0.0,6.54,69.38,5.25,0.0,29.67,5.25,44.08,33.34,25.24,51.42,5.25,16.59,30.59,3.0,0.0,50.98,31.65,34.92,41.78,-5.86,0.31,27.98,11.53,21.11,2.62,15.12,65.88,3.38,1.61,26.36,-1.96,0.1,45.05,38.83,53.78,9.19,11.15,0.16,0.12,11.98,15.5,56.23,-5.61,2.02,3.46,5.25,45.05,0.0,17.08,3.85,-2.91,2.05,9.57,22.33,1.18,62.1,17.64,99.7,7.23,8.45,3.16,53.78,3.74,99.7,67.97,6.4,2.08,58.02,2.63,10.15,0.08,29.25,5.99,16.63,0.09,87.99,1.92,4.35,0.12,28.76,27.23,64.81,13.09,33.91,7.13,30.4,11.71,4.87,5.46,0.0,71.14,9.06,3.92,7.41,79.89,30.9,82.53,31.6,25.78,59.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTKBANK,0.0,0.0,0.0,55230.27,3044.92,0.0,50435.42,41768.01,291.85,0.0,1915.19,50435.42,188.46,0.0,2668.73,188.47,3052.2,0.0,1270.06,16256.65,188.42,39912.21,291.85,36056.22,0.0,3200.6,166.96,2857.08,15988.06,30125.96,50488.21,43186.25,1037.76,1401.18,0.0,1401.18,3502.12,0.0,46008.61,0.0,26893.62,0.0,40493.06,2863.78,45550.22,27926.94,1033.32,0.0,0.0,13432.48,35556.69,3389.06,34155.51,1953.8,0.0,188.35,40493.06,0.0,1418.23,0.0,38666.98,25973.14,32942.53,39937.04,29267.14,306.64,1270.06,62708.31,31604.54,1051.48,40582.83,45550.22,0.0,62708.31,20219.73,3274.03,2337.4,166.96,0.0,0.0,0.0,0.0,0.0,36892.12,0.0,5142.58,2614.15,0.0,0.0,306.64,1418.23,720.57,1478.58,0.0,1579.76,197.48,832.62,0.0,282.62,56733.11,3690.58,1478.58,0.0,1033.32,55230.27,720.57,4859.97,0.0,15226.78,197.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWALITY,49.81,35.05,930.9,2059.27,54.21,0.0,1692.97,1978.66,119.17,0.0,898.84,1692.97,40.62,0.0,253.52,34.89,398.09,80.5,202.74,19.03,20.32,517.62,60.73,85.78,0.0,566.82,72.93,273.84,19.03,1264.54,190.78,2288.62,941.56,161.78,118.36,90.05,738.8,8.61,143.97,35.36,1049.48,142.61,1136.67,377.77,1391.93,1150.71,101.23,98.66,310.92,5.65,1656.63,607.44,1494.85,32.39,22.0,20.32,1136.67,0.0,304.86,1199.99,1779.99,88.75,212.14,1982.72,74.05,145.77,152.93,2435.47,1454.24,1094.8,95.0,1391.93,25.05,2435.47,19.03,86.61,12.72,108.29,194.99,5.1,6.62,48.2,71.73,366.73,264.58,998.53,28.55,1419.19,167.48,65.27,309.96,531.7,189.7,100.54,777.05,99.12,1436.94,1373.47,23.74,0.0,773.69,154.66,1151.36,76.18,2059.27,431.16,974.79,58.44,6.27,147.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L&TFH,150.89,134.21,0.0,5784.93,40.28,0.0,5458.3,653.42,0.85,0.0,0.0,5458.3,3083.69,0.0,1813.79,3084.87,4526.96,0.38,169.93,5571.01,2718.45,731.34,0.4,744.61,0.0,1825.61,0.53,4280.55,5105.87,261.41,597.59,733.56,0.0,155.3,0.0,12.51,2102.47,0.0,549.0,0.09,149.16,0.0,5025.16,1808.51,5187.28,634.56,485.4,0.0,0.0,4875.48,507.33,4909.29,352.03,48.94,0.0,2466.76,5025.16,0.0,54.19,0.0,213.65,585.62,476.21,383.58,361.19,0.65,19.04,6297.63,407.54,0.0,660.31,5187.28,144.89,6297.63,5644.17,2.22,46.35,0.61,0.0,25.95,0.0,0.18,142.79,343.3,0.0,5323.73,31.12,0.0,0.0,0.27,80.13,0.11,146.13,0.08,0.0,0.42,0.0,0.0,3087.19,973.9,5187.34,11.92,0.0,340.52,5784.93,0.03,2236.54,0.45,4925.45,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAKPRE,35.88,26.87,65.91,289.29,10.49,0.0,318.33,73.02,266.13,0.0,205.17,318.33,10.94,0.0,92.3,10.94,74.81,194.67,197.73,1.92,10.94,33.57,84.2,14.67,0.0,63.15,88.07,103.24,4.27,215.83,58.18,290.3,185.47,192.96,24.3,161.95,53.39,0.54,58.76,153.49,217.41,200.58,310.29,63.87,307.43,336.28,118.88,234.92,196.4,4.27,398.51,74.1,205.55,11.25,4.47,10.94,310.29,0.0,179.52,74.23,119.65,24.2,33.99,317.38,33.4,344.42,161.85,242.85,371.54,166.77,27.45,307.43,5.41,242.85,1.74,5.22,12.64,241.56,17.96,37.77,24.25,169.86,31.01,32.12,272.17,23.37,14.71,74.2,251.26,149.75,217.28,341.43,155.71,197.58,192.38,82.85,152.57,55.1,10.94,66.91,64.34,128.84,77.64,113.47,289.29,143.84,12.42,181.93,4.27,252.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAKSHMIEFL,1.05,6.78,,1436.49,0.26,0.0,1341.49,1206.58,597.63,0.0,854.9,1341.49,13.3,,,13.3,726.71,392.96,114.11,60.84,15.21,116.87,236.41,,0.0,377.01,,,60.85,1249.87,20.51,1320.09,930.67,159.35,7.97,158.31,283.85,,20.51,,,731.18,,711.49,1581.61,,,,824.46,,1195.62,390.31,1036.27,,6.12,,,0.0,112.64,359.05,1153.93,,93.6,1268.04,96.32,600.72,113.06,1477.24,1724.95,1118.83,0.0,1581.61,,1477.24,61.1,1.7,2.58,,13.96,0.87,15.09,328.36,1.05,96.08,683.93,303.73,0.77,440.52,1266.99,207.75,113.51,601.1,475.07,406.63,,264.76,1161.15,377.06,13.99,12.36,297.15,468.29,417.32,,1436.49,194.47,289.73,361.23,60.85,593.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAKSHVILAS,0.0,0.0,0.0,27917.56,1368.61,0.0,23978.45,25451.98,243.41,0.0,458.1,23978.45,179.17,0.0,839.01,179.46,1053.6,0.0,814.6,6545.4,97.56,24609.99,164.96,15618.98,0.0,1298.52,112.03,1014.34,6103.78,14195.4,25430.96,26233.87,458.1,726.98,0.0,726.98,1412.4,0.0,21964.21,0.0,12598.96,0.0,17113.32,879.61,20084.58,13152.31,553.36,0.0,0.0,4324.55,18358.24,1556.14,17631.26,871.95,0.0,97.54,17113.32,0.0,781.89,0.0,21005.16,12280.36,17039.52,21819.76,13452.18,367.0,814.6,34462.83,14763.87,723.01,18572.88,20084.58,0.0,34462.83,8651.73,1623.88,1311.69,189.82,0.0,0.0,0.0,0.0,0.0,20451.15,0.0,2136.34,1318.72,0.0,0.0,195.27,781.89,359.12,568.48,0.0,480.0,124.08,1773.13,0.0,191.45,30553.35,1763.59,568.48,0.0,553.36,27917.56,189.63,1775.4,0.0,5688.68,200.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LALPATHLAB,30.96,13.14,,479.24,226.43,0.0,319.24,313.98,220.84,0.0,0.01,319.24,81.26,,,83.41,215.8,118.45,112.47,74.18,80.31,111.63,119.02,,0.0,237.97,,,49.36,81.84,0.0,403.74,0.0,129.94,0.95,110.93,395.84,,0.0,,,14.08,,135.49,215.81,,,,17.14,,279.85,319.24,149.91,,0.17,,,0.0,83.13,23.93,271.19,,91.56,383.66,59.16,248.23,81.51,586.44,197.33,0.0,0.0,215.81,,586.44,134.28,234.72,103.22,,4.09,6.64,17.2,85.42,19.01,108.29,13.7,586.44,145.13,34.86,11.02,129.78,89.77,142.37,115.49,21.38,,113.78,0.0,40.26,83.07,0.0,479.24,102.35,29.45,,479.24,120.99,503.37,101.82,20.03,199.2,8.41,539.64,166.46,0.0,214.67,779.47,176.97,110.62,0.0,0.0,42.14,9.36,40.18,172.53,779.47,306.34,696.13,83.33,26.65,779.47,119.04,420.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMBODHARA,3.37,1.97,11.39,78.3,1.65,0.0,86.8,19.12,84.47,0.0,50.42,86.8,4.54,0.0,8.82,4.54,23.92,29.88,17.62,0.2,4.38,10.34,52.41,7.38,0.0,18.38,51.42,20.89,0.27,17.91,6.15,41.48,49.63,19.29,3.73,16.4,22.06,4.75,6.56,16.5,16.23,8.68,80.08,11.85,81.69,31.44,15.21,11.7,17.59,0.0,41.99,30.61,22.7,0.69,1.66,4.38,80.08,0.0,17.94,15.36,9.82,7.67,12.05,27.43,8.05,95.28,14.24,84.95,34.93,37.85,7.35,81.69,2.21,84.95,0.07,1.34,0.65,75.61,2.88,4.43,0.0,20.8,2.89,6.55,12.44,40.14,1.47,10.55,10.88,65.4,22.36,101.13,17.03,35.36,51.8,54.32,38.7,12.21,4.54,6.1,34.29,15.06,16.03,13.0,85.99,58.07,27.92,24.37,0.12,82.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAOPALA,14.46,7.16,18.6,238.14,0.9,0.0,193.22,31.33,114.44,0.0,14.18,193.22,11.1,0.0,63.47,11.1,97.82,58.34,45.9,95.46,10.6,11.38,64.95,0.0,0.0,174.25,63.85,74.07,90.24,36.6,0.0,79.84,7.86,35.5,5.56,25.12,220.94,0.88,0.0,35.07,25.68,40.45,97.94,87.23,112.01,59.4,33.72,30.78,33.92,7.53,67.97,185.35,32.46,0.83,2.2,10.6,97.94,0.0,33.21,21.48,34.57,9.19,15.06,80.46,10.51,165.4,31.43,273.77,69.44,6.09,0.0,112.01,5.69,273.77,133.22,1.75,9.12,98.92,1.04,15.29,1.24,38.25,10.39,13.4,29.22,273.64,0.42,25.71,28.34,107.06,48.5,176.67,32.85,68.7,23.87,73.12,0.13,32.78,11.1,0.0,232.04,25.69,23.28,28.03,238.14,107.97,262.54,49.49,0.09,111.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAURUSLABS,26.37,10.9,,1796.24,23.88,0.0,1462.58,705.99,981.24,0.0,500.36,1462.58,82.12,,,82.38,358.42,269.26,512.11,26.12,77.84,219.93,800.53,,0.0,645.14,,,19.11,243.53,106.13,1285.52,735.31,429.97,107.25,418.14,785.01,,0.0,,,487.09,,280.58,858.77,,,,501.21,,965.65,727.27,535.69,,116.1,,,0.0,560.68,194.88,621.95,,149.55,1134.05,111.8,1347.84,485.73,2093.02,657.81,822.71,0.0,858.77,,2093.02,50.52,2.42,23.04,,69.6,18.85,143.26,121.17,11.83,179.37,475.5,1355.58,55.56,443.7,328.1,1078.57,579.53,1374.75,414.29,181.5,,498.69,737.45,561.96,105.76,0.0,867.39,403.38,285.05,,1796.24,1193.26,1249.82,180.71,0.46,619.86,24.56,1345.16,213.33,0.0,1746.35,1513.3,51.74,602.2,0.0,867.72,298.66,163.18,555.13,1447.69,2381.01,0.92,1407.27,106.03,575.77,2381.01,626.76,718.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAXMIMACH,6.95,46.33,,1503.34,955.81,0.0,1260.47,946.59,1737.03,0.0,0.0,1260.47,11.27,,,11.27,1104.44,62.81,804.87,152.76,11.27,286.44,374.11,,0.0,1249.2,,,128.83,589.93,0.0,1720.29,0.0,911.39,3.1,851.08,1492.08,,0.0,,,299.35,,1093.17,1104.44,,,,331.78,,1665.82,1260.47,754.43,,2.73,,,0.0,766.96,182.79,942.12,,214.96,1747.0,165.31,463.71,797.92,1538.43,1508.12,0.0,0.0,1104.44,,1538.43,126.24,906.97,879.39,,7.56,6.74,3.34,1285.52,60.3,283.88,288.66,1538.43,941.62,207.96,280.63,400.9,773.7,524.69,918.19,62.44,,382.94,0.0,195.09,10.96,0.0,1503.34,871.86,220.58,,1503.34,462.25,1527.47,1362.93,128.83,1668.46,16.31,1869.41,330.09,0.0,644.36,1721.65,147.98,815.6,0.0,0.0,129.37,21.16,262.84,515.0,1721.65,970.22,1710.69,10.96,306.27,1721.65,831.91,1037.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEEL,8.91,26.28,229.63,1770.05,66.55,0.0,1423.61,1559.8,488.42,0.0,581.6,1423.61,58.13,0.0,525.8,36.21,634.82,203.52,297.37,105.72,35.33,125.99,315.27,0.0,0.0,680.21,302.83,561.48,85.81,800.1,0.0,1902.73,684.92,361.52,7.69,323.52,758.04,6.04,0.0,124.8,596.96,876.91,992.52,599.14,1216.42,810.42,213.46,444.84,992.0,86.34,1376.01,738.69,1014.49,13.97,6.14,35.33,992.52,0.0,329.48,331.82,1334.31,121.98,141.11,1631.68,119.96,526.84,288.46,1997.38,1067.46,975.57,0.0,1216.42,27.84,1997.38,108.45,91.14,50.99,427.98,6.7,13.45,10.13,143.71,38.0,91.08,719.31,921.35,57.46,597.14,564.69,323.09,342.93,556.51,267.36,237.51,431.04,324.41,1076.03,693.6,40.34,0.0,794.48,241.08,458.13,185.62,1770.05,318.77,880.78,172.8,85.42,468.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LFIC,1.34,0.68,0.0,35.59,4.21,0.0,33.23,2.14,0.46,0.0,0.0,33.23,3.0,0.0,25.62,3.0,29.34,0.36,2.19,32.25,3.0,0.32,0.09,0.0,0.0,30.23,0.22,28.62,30.24,3.57,0.0,3.18,0.0,2.54,0.0,0.89,32.59,0.0,0.0,0.73,1.93,0.0,28.62,26.34,29.34,3.24,1.31,0.75,0.0,26.47,5.43,33.23,2.9,2.19,0.0,3.0,28.62,0.0,0.95,0.0,3.21,0.3,0.19,5.41,0.29,0.49,0.85,38.74,5.09,0.0,0.0,29.34,0.47,38.74,36.51,2.32,4.8,0.95,0.0,0.09,0.0,0.78,1.65,0.23,0.0,38.74,5.25,0.97,0.0,0.13,1.04,0.5,1.51,0.41,0.0,0.17,0.0,0.53,3.0,0.0,35.59,0.83,0.0,0.85,35.59,0.09,35.74,0.37,25.6,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGBBROSLTD,2.03,6.43,110.11,508.23,6.37,0.0,480.47,138.24,529.45,0.0,71.85,480.47,15.7,0.0,248.18,15.7,300.74,292.91,277.37,38.64,7.85,35.86,272.25,20.61,0.0,333.86,201.65,257.42,36.91,138.33,25.1,425.1,114.02,254.87,30.58,247.69,379.98,3.49,15.51,190.54,140.36,213.4,381.35,291.5,404.08,341.32,200.97,183.37,220.06,34.46,394.22,350.95,139.35,5.83,9.04,7.85,381.35,0.0,277.45,125.11,132.67,42.01,46.93,410.04,41.79,622.66,275.34,537.69,366.61,86.06,31.49,404.08,1.84,537.24,38.64,13.85,5.14,393.58,7.16,9.42,3.21,220.06,7.18,52.09,216.48,457.23,5.77,138.17,194.56,329.75,286.87,684.04,228.28,326.88,103.32,219.66,40.14,155.33,15.7,39.87,397.07,221.86,125.04,199.13,509.62,357.15,441.09,255.82,35.66,441.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIBERTSHOE,4.1,6.02,96.75,284.59,7.53,0.0,277.48,202.6,206.41,0.0,108.19,277.48,17.04,0.0,139.38,17.04,137.56,119.98,104.68,1.22,17.04,37.51,96.61,0.82,0.0,127.91,87.21,156.43,1.22,146.93,4.2,329.68,132.39,127.03,1.07,120.76,138.12,0.23,0.13,73.89,144.16,141.08,257.63,120.52,247.55,241.35,97.18,90.69,164.15,26.02,305.6,144.95,178.57,10.94,0.04,17.04,257.63,0.0,122.88,115.66,184.0,42.97,41.24,288.68,32.24,218.07,100.58,297.85,267.45,125.24,1.8,247.55,1.48,297.85,1.22,7.85,7.15,161.11,1.28,4.2,1.42,92.74,6.27,44.58,143.21,161.7,6.34,95.48,112.4,98.09,127.08,223.6,120.52,131.0,100.38,99.36,129.73,120.17,17.04,6.42,155.16,114.5,114.81,95.7,284.59,92.6,144.66,109.8,1.22,192.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
